Unidad,Ciclo,AjOp_1,AjOp_2,AjOp_3,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Sensor_21,Sensor_22,Sensor_23
2,247,-0.0003,-0.0004,100,,1603.14,534.65,100,566.74,1422.81,1.31,2388.44,14.62,9115.67,9.11567,23.755,8.234,47.95,0.943808265,396,2388.49,2388,643.32,8179.49,0.03,39.62,21.58
2,248,-0.0005,-0.0002,100,,1597.33,534.95,100,567.04,1431.57,1.31,2388.47,14.62,9109.36,9.10936,23.9159,8.2457,48.1,0.970701619,395,2388.43,2388,643.15,8181.7,0.03,39.54,21.58
2,249,-0.001,0.0001,100,,1598.46,534.8,100,568.28,1423.09,1.31,2388.44,14.62,9124.4,9.1244,23.7202,8.246,47.96,0.113297223,397,2388.51,2388,642.67,8189.65,0.03,39.73,21.58
2,250,0.0001,-0.0001,100,,1603.21,535.82,100,567.64,1426.55,1.31,2388.52,14.62,9123.51,9.12351,23.7236,8.2403,47.97,0.426398912,396,2388.57,2388,642.93,8185.69,0.03,39.46,21.58
2,251,-0.0035,0.0005,100,,1598.76,535.86,100,568.17,1428.75,1.32,2388.49,14.62,9122.08,9.12208,23.8001,8.2529,48.24,0.981909677,396,2388.52,2388,643.63,8189.01,0.03,39.69,21.58
2,252,-0.0036,0.0002,100,,1603.57,534.81,100,568.39,1418.28,1.31,2388.43,14.62,9125.18,9.12518,23.8133,8.2516,48.18,0.692746924,396,2388.49,2388,643.36,8185.87,0.03,39.54,21.58
2,253,-0.0023,0.0004,100,,1595.93,536.21,100,568.81,1419.99,1.31,2388.53,14.62,9123.93,9.12393,23.8854,8.2588,48.08,0.852480123,397,2388.51,2388,643.35,8190.81,0.03,39.72,21.58
3,1,0.0018,-0.0001,100,,1585.49,521.92,100,554.67,1401.55,1.3,2387.98,14.62,9046.11,9.04611,23.4896,8.4111,47.29,0.884996746,391,2388,2388,642.19,8136.14,0.03,38.91,21.61
3,2,0.0003,-0.0002,100,,1586.6,522.48,100,553.73,1393.99,1.3,2388,14.62,9057.38,9.05738,23.2964,8.3594,47.3,0.698210569,391,2388.02,2388,642,8139.91,0.03,39,21.6
3,3,-0.0002,0.0001,100,,1582.43,522.15,100,555.22,1394.89,1.3,2388.06,14.62,9056.81,9.05681,23.4047,8.4182,47.45,0.328847901,391,2388.06,2388,642.1,8139.25,0.03,39.02,21.61
3,4,-0.0034,-0.0001,100,,1582.8,522.02,100,554.99,1396.55,1.3,2388.05,14.62,9059.65,9.05965,23.3914,8.344,47.27,0.148675355,392,2388,2388,642.36,8138.7,0.03,39.05,21.61
3,5,0.0006,0.0003,100,,1589.39,522.46,100,554.97,1397.12,1.3,2388.02,14.62,9055.29,9.05529,23.5019,8.3978,47.16,0.949151414,392,2388.02,2388,642.73,8132.29,0.03,39.08,21.6
3,6,0.0016,-0.0002,100,,1572.14,522.53,100,554.74,1395.45,1.3,2388.01,14.62,9053.54,9.05354,23.3827,8.4483,47.03,0.924903138,391,2388.04,2388,642.23,8132.78,0.03,39.1,21.61
3,7,0.0033,-0.0002,100,,1578.99,522.84,100,555.11,1398.35,1.3,2388.06,14.62,9063.66,9.06366,23.3774,8.4093,47.37,0.089392334,391,2388.02,2388,642.13,8142.66,0.03,38.99,21.61
3,8,0.0043,0.0005,100,,1584.67,522.31,100,554.36,1390.74,1.3,2388.04,14.62,9048.72,9.04872,23.4558,8.3606,47.32,0.03199615,393,2388.07,2388,642.48,8134.5,0.03,38.91,21.61
3,9,0.0014,0.0002,100,,1583.45,522.44,100,554.07,1398.01,1.3,2388.03,14.62,9052.38,9.05238,23.4995,8.4011,47.08,0.493118154,392,2387.99,2388,642.08,8136.61,0.03,39.02,21.61
3,10,-0.0009,0.0002,100,,1593.27,522.41,100,554.6,1399.37,1.3,2388.01,14.62,9055.99,9.05599,23.4497,8.3841,47.14,0.499682974,392,2388,2388,642.09,8136.26,0.03,38.99,21.61
3,11,-0.0014,-0.0003,100,,1579.24,522.73,100,553.86,1399.01,1.3,2388.03,14.62,9050.92,9.05092,23.4544,8.3922,47.18,0.063988131,391,2388.05,2388,642.2,8138.4,0.03,39,21.61
3,12,-0.001,-0.0001,100,,1579.57,522.02,100,554.01,1402.45,1.3,2388,14.62,9054.75,9.05475,23.3745,8.4118,47.23,0.076618432,391,2387.98,2388,642.33,8136.28,0.03,38.99,21.61
3,13,0.0013,0.0002,100,,1576.95,522.17,100,554.87,1396.48,1.3,2388.05,14.62,9058.7,9.0587,23.4145,8.4251,47.2,0.48253192,391,2388,2388,641.96,8137.56,0.03,39.06,21.61
3,14,0.0007,0.0004,100,,1585.06,522.34,100,555.45,1400.81,1.3,2388.06,14.62,9060.37,9.06037,23.4663,8.413,47.34,0.195000154,391,2388.04,2388,642.1,8141.87,0.03,39.06,21.61
3,15,0.0011,-0.0002,100,,1580.37,521.84,100,554.51,1405,1.3,2388.04,14.62,9048.08,9.04808,23.4576,8.4044,47.21,0.849697447,393,2388.03,2388,642.03,8134.34,0.03,39.02,21.61
3,16,0.0008,0.0003,100,,1585.88,522.48,100,554.21,1402.51,1.3,2388.02,14.62,9049.13,9.04913,23.3847,8.3788,47.3,0.481310584,390,2388.01,2388,642.13,8139.4,0.03,39.01,21.61
3,17,0.0025,-0.0002,100,,1583.74,522.3,100,554.69,1391.35,1.3,2388.01,14.62,9057.02,9.05702,23.3649,8.3999,47.1,0.80010397,395,2388.02,2388,642.03,8142.66,0.03,38.92,21.61
3,18,-0.0008,-0.0002,100,,1581.23,522.56,100,554.43,1391.74,1.3,2388.05,14.62,9057.03,9.05703,23.3724,8.3955,47.39,0.763945913,391,2388,2388,641.97,8132.13,0.03,38.97,21.6
3,19,-0.0015,0.0004,100,,1577.01,522.72,100,555.31,1398.31,1.3,2388.02,14.62,9052.57,9.05257,23.4644,8.427,46.98,0.665679518,390,2387.99,2388,642.09,8142.03,0.03,38.92,21.61
3,20,0.0001,0.0006,100,,1585.84,522.43,100,554.94,1402.35,1.3,2388.04,14.62,9052.54,9.05254,23.3318,8.4123,47.24,0.93747092,392,2387.97,2388,641.86,8137.74,0.03,38.96,21.61
3,21,-0.0041,0.0002,100,,1586,522.29,100,554.76,1391.72,1.3,2388.05,14.62,9061.34,9.06134,23.2651,8.3754,47.36,0.105918351,391,2387.99,2388,642.3,8143.11,0.03,38.91,21.61
3,22,-0.0027,-0.0004,100,,1581.93,521.9,100,554.23,1399.98,1.3,2388.04,14.62,9050.05,9.05005,23.3709,8.414,47.23,0.614188901,391,2388.05,2388,642,8134.2,0.03,38.93,21.6
3,23,-0.0016,-0.0003,100,,1589.42,522.52,100,554.9,1406.99,1.3,2387.97,14.62,9062.75,9.06275,23.3656,8.4177,47.43,0.48147853,392,2388.04,2388,642.37,8138.01,0.03,39.02,21.61
3,24,-0.0007,0.0005,100,,1586.29,522.48,100,553.88,1396.27,1.3,2388,14.62,9059.04,9.05904,23.4181,8.3963,47.31,0.259809854,392,2388.01,2388,641.78,8132.58,0.03,39.03,21.61
3,25,0.0009,0.0003,100,,1581.68,522.02,100,554.15,1399.3,1.3,2387.96,14.62,9049.66,9.04966,23.4189,8.3976,47.32,0.648538212,391,2388.03,2388,642.42,8142.49,0.03,38.87,21.61
3,26,-0.0007,-0.0004,100,,1590.6,521.93,100,554.11,1396.54,1.3,2388,14.62,9058.1,9.0581,23.3442,8.4095,47.21,0.94351896,393,2388.04,2388,642.28,8137.46,0.03,38.85,21.61
3,27,0.0014,0.0003,100,,1578.47,522.19,100,553.83,1401.69,1.3,2388.04,14.62,9057.1,9.0571,23.4504,8.379,47.27,0.08620513,392,2388.01,2388,642.17,8131.59,0.03,39.14,21.61
3,28,-0.0021,-0.0003,100,,1576.92,522.23,100,554.71,1394.62,1.3,2388.06,14.62,9056.07,9.05607,23.3448,8.3836,47.39,0.36019599,390,2388.04,2388,641.91,8137.47,0.03,38.89,21.61
3,29,-0.0001,0.0006,100,,1583.83,521.55,100,555.31,1392.09,1.3,2388.04,14.62,9061.93,9.06193,23.5129,8.4107,47.16,0.881085168,392,2388.07,2388,642.46,8142.99,0.03,38.95,21.61
3,30,0.0009,0.0005,100,,1581.85,522.21,100,554.6,1390.3,1.3,2387.99,14.62,9052.46,9.05246,23.4014,8.3688,47.22,0.525868625,393,2387.96,2388,641.73,8133.57,0.03,39.12,21.61
3,31,0.0015,-0.0004,100,,1588.87,522.44,100,553.9,1391.61,1.3,2388.02,14.62,9053.39,9.05339,23.389,8.4332,47.15,0.103238783,391,2387.96,2388,642.03,8134.31,0.03,38.91,21.61
3,32,0.0011,-0.0004,100,,1586.63,521.88,100,554.29,1402.03,1.3,2388.05,14.62,9055.18,9.05518,23.3788,8.3925,47.25,0.891127112,393,2388.04,2388,641.82,8134.26,0.03,39.22,21.61
3,33,-0.0024,0,100,,1586.86,522.48,100,554.66,1400.26,1.3,2388.05,14.62,9058.76,9.05876,23.3811,8.3989,47.32,0.153989743,392,2388.01,2388,642.09,8139.72,0.03,39,21.61
3,34,-0.0006,0.0003,100,,1586.54,522.46,100,554.4,1399.44,1.3,2388.04,14.62,9056.35,9.05635,23.4376,8.4317,47.4,0.078436633,393,2388.1,2388,642.69,8144.7,0.03,38.9,21.61
3,35,0.0008,0,100,,1587.14,522.3,100,554.28,1402.39,1.3,2387.91,14.62,9050.97,9.05097,23.3805,8.3721,47.14,0.537005233,391,2388.06,2388,642.85,8143.33,0.03,38.87,21.61
3,36,0.0018,-0.0002,100,,1586.96,522.26,100,554.21,1402.59,1.3,2388.03,14.62,9062.27,9.06227,23.4402,8.415,47.25,0.511197177,393,2388.06,2388,642.56,8138.05,0.03,38.86,21.61
3,37,0.001,-0.0003,100,,1586.5,521.84,100,554.44,1399.94,1.3,2388.05,14.62,9050.76,9.05076,23.5158,8.4407,47.37,0.211246068,390,2388.09,2388,641.65,8137,0.03,38.89,21.61
3,38,-0.0046,-0.0003,100,,1588.66,522.42,100,554.39,1394.81,1.3,2388.02,14.62,9050.7,9.0507,23.3312,8.3947,47.24,0.122030734,392,2387.99,2388,642.24,8138.98,0.03,38.98,21.61
3,39,0.0023,0,100,,1595.32,522.51,100,554.13,1391.56,1.3,2388.05,14.62,9054.68,9.05468,23.4459,8.3862,47.25,0.91925154,390,2388.05,2388,642.11,8140.95,0.03,38.95,21.61
3,40,-0.0022,0.0004,100,,1588.17,522.44,100,553.86,1407.17,1.3,2388.07,14.62,9052.29,9.05229,23.4429,8.399,47.2,0.901647027,391,2388.05,2388,641.99,8133.54,0.03,39.16,21.61
3,41,0.0034,-0.0002,100,,1585.61,522.17,100,554.06,1401.74,1.3,2387.97,14.62,9055.24,9.05524,23.3005,8.3913,47.13,0.339897242,391,2387.97,2388,642.2,8141.91,0.03,38.87,21.61
3,42,-0.0008,0.0002,100,,1586.43,522.16,100,554.08,1396.16,1.3,2388.09,14.62,9055.15,9.05515,23.4227,8.3874,47.24,0.028161615,390,2388.04,2388,642.56,8141.29,0.03,38.92,21.61
3,43,-0.002,0.0003,100,,1584.84,522.33,100,554.25,1398.27,1.3,2388.06,14.62,9058.23,9.05823,23.2673,8.3877,47.26,0.34175896,391,2388.07,2388,642.16,8142.4,0.03,38.93,21.61
3,44,-0.0037,-0.0001,100,,1583,521.99,100,555.08,1395.64,1.3,2388.04,14.62,9055.72,9.05572,23.32,8.4078,47.19,0.808806335,392,2388.03,2388,642.54,8143.79,0.03,39.09,21.61
3,45,0.0018,0.0002,100,518.67,1590.73,522.07,100,554.11,1406.04,1.3,2388.03,14.62,9055.44,9.05544,23.4567,8.3894,47.19,0.533226429,392,2387.99,2388,642.22,8134.92,0.03,38.93,21.61
3,46,-0.0026,0.0005,100,518.67,1587.67,521.87,100,554.45,1394.32,1.3,2388.04,14.62,9053.74,9.05374,23.4084,8.3784,47.28,0.70435501,391,2388.01,2388,642.25,8137.12,0.03,39.02,21.61
3,47,-0.0014,0,100,518.67,1580.95,522.17,100,554.59,1395.19,1.3,2388.04,14.62,9061.31,9.06131,23.4179,8.4536,47.17,0.382563272,391,2388.04,2388,642.68,8137.91,0.03,39.16,21.61
3,48,0.0008,0.0004,100,518.67,1581.26,522.12,100,554.24,1401.53,1.3,2388.02,14.62,9046.94,9.04694,23.4948,8.3852,47.33,0.912474005,393,2388,2388,641.9,8136.57,0.03,39.03,21.61
3,49,-0.0026,0.0006,100,518.67,1586.09,522.51,100,554.01,1401.91,1.3,2388.07,14.62,9049.95,9.04995,23.3339,8.4171,47.21,0.278540565,392,2387.99,2388,642.46,8136.29,0.03,39.13,21.61
3,50,0.0037,-0.0003,100,518.67,1580.18,522.71,100,554.89,1403.87,1.3,2388.01,14.62,9054.7,9.0547,23.3735,8.4204,47.2,0.015304094,390,2388.03,2388,642.44,8133.81,0.03,39.08,21.61
3,51,0.0006,-0.0003,100,518.67,1584.51,522.17,100,554.48,1400.43,1.3,2388,14.62,9057.17,9.05717,23.3006,8.4007,47.24,0.615760545,389,2388.02,2388,641.56,8140.43,0.03,39.07,21.61
3,52,0,-0.0002,100,518.67,1577.99,521.93,100,554.17,1393.98,1.3,2388.05,14.62,9060.8,9.0608,23.3713,8.3869,47.34,0.027678597,393,2388,2388,642.62,8133.3,0.03,38.83,21.61
3,53,0.0002,0.0003,100,518.67,1580.73,522.09,100,554.31,1397.86,1.3,2388.03,14.62,9054.24,9.05424,23.2626,8.4074,47.15,0.118800385,393,2387.97,2388,642.63,8135.97,0.03,38.95,21.61
3,54,0.0036,-0.0004,100,518.67,1573.72,521.91,100,554.69,1403.51,1.3,2387.97,14.62,9055.48,9.05548,23.3574,8.4284,47.26,0.815836195,392,2388.01,2388,642.55,8134.36,0.03,39.03,21.61
3,55,0.0008,-0.0003,100,518.67,1590.22,521.91,100,554.28,1395.04,1.3,2388.04,14.62,9054.15,9.05415,23.3864,8.4297,47.4,0.442002924,393,2388.04,2388,642.22,8136.66,0.03,38.95,21.61
3,56,-0.0003,-0.0001,100,518.67,1579.89,522.25,100,554.57,1395.41,1.3,2388.07,14.62,9052.81,9.05281,23.451,8.4159,47.26,0.653196548,391,2388.06,2388,642.25,8135.87,0.03,39.01,21.61
3,57,-0.0016,0.0004,100,518.67,1586.17,522.06,100,554.32,1394.2,1.3,2388.06,14.62,9056.23,9.05623,23.4269,8.3873,47.3,0.972130456,391,2387.97,2388,641.86,8137.68,0.03,38.91,21.61
3,58,-0.0018,0,100,518.67,1579.85,522.17,100,554.3,1396.15,1.3,2388.02,14.62,9058.39,9.05839,23.4053,8.4019,47.04,0.251594397,392,2388.03,2388,642.22,8134.91,0.03,38.8,21.61
3,59,-0.0005,0,100,518.67,1585.29,522.21,100,553.5,1400.47,1.3,2388.09,14.62,9049.82,9.04982,23.5001,8.4437,47.18,0.68742052,392,2388.05,2388,642.29,8141.28,0.03,38.98,21.61
3,60,0.001,0.0004,100,518.67,1582.35,522.48,100,553.83,1402.86,1.3,2388.06,14.62,9053.46,9.05346,23.3982,8.3954,47.3,0.479727835,391,2388.04,2388,642.3,8137.96,0.03,38.91,21.61
3,61,-0.003,-0.0001,100,518.67,1583.76,521.86,100,554.06,1407.47,1.3,2388.02,14.62,9062.13,9.06213,23.3535,8.4006,47.31,0.018069965,393,2388.04,2388,642.57,8140.03,0.03,39.18,21.61
3,62,-0.0016,0.0003,100,518.67,1593.44,522.67,100,554.64,1401.49,1.3,2388.07,14.62,9059.3,9.0593,23.4878,8.3943,47.25,0.116217217,392,2388.08,2388,642.23,8146.62,0.03,39.02,21.61
3,63,0.001,0.0006,100,518.67,1589.68,521.69,100,554.39,1394.31,1.3,2388.08,14.62,9056.63,9.05663,23.3891,8.3874,47.46,0.058016027,393,2388.02,2388,642.46,8137.22,0.03,39.05,21.61
3,64,-0.0026,0.0005,100,518.67,1589.81,522.84,100,553.56,1401.39,1.3,2388.06,14.62,9052.18,9.05218,23.4244,8.4449,47.26,0.630861915,391,2388.04,2388,642.01,8141.24,0.03,38.92,21.61
3,65,-0.0016,0.0001,100,518.67,1586.75,522.41,100,554.33,1396.89,1.3,2388.07,14.62,9048.98,9.04898,23.3249,8.4072,47.4,0.079739059,394,2388.05,2388,642.59,8138.59,0.03,38.69,21.61
3,66,0.0032,0.0004,100,518.67,1586.85,522.01,100,554.23,1398.22,1.3,2388.02,14.62,9057.86,9.05786,23.3837,8.42,47.41,0.381055524,391,2388.06,2388,642,8137.74,0.03,39.07,21.61
3,67,-0.0021,0.0001,100,518.67,1578.66,522.05,100,554.96,1402,1.3,2388.05,14.62,9061.59,9.06159,23.4169,8.4408,47.24,0.810025928,393,2388.02,2388,642.55,8143.19,0.03,38.83,21.61
3,68,0.003,0,100,518.67,1589.02,521.66,100,553.92,1409.62,1.3,2388.04,14.62,9056.46,9.05646,23.3004,8.4023,47.29,0.053650182,392,2388.05,2388,642.32,8139.33,0.03,38.85,21.61
3,69,-0.0043,0,100,518.67,1589.89,522.15,100,553.71,1397.29,1.3,2388.04,14.62,9059.94,9.05994,23.3858,8.4025,47.27,0.34151599,392,2388.08,2388,641.85,8139.46,0.03,38.73,21.61
3,70,0.0022,0.0002,100,518.67,1590.46,521.51,100,554.26,1398.97,1.3,2388.06,14.62,9060.29,9.06029,23.3182,8.384,47.2,0.399443882,392,2388,2388,642.06,8138.83,0.03,38.89,21.61
3,71,0.0024,0.0005,100,518.67,1588.03,521.83,100,554.57,1395.68,1.3,2388.04,14.62,9056.45,9.05645,23.432,8.3826,47.36,0.082244188,392,2388.06,2388,642.54,8139.81,0.03,38.98,21.61
3,72,0.0043,-0.0004,100,518.67,1590.95,521.82,100,554.21,1405.69,1.3,2388.04,14.62,9057.55,9.05755,23.356,8.3778,47.31,0.89921415,391,2388.06,2388,642.52,8139.62,0.03,38.84,21.61
3,73,-0.0008,-0.0003,100,518.67,1588.51,521.78,100,554.03,1404.39,1.3,2388.06,14.62,9052.37,9.05237,23.3333,8.3946,47.22,0.689012311,391,2388.06,2388,642.55,8138.14,0.03,39.17,21.61
3,74,0.0018,0,100,518.67,1592.98,522.01,100,553.72,1403.83,1.3,2388.02,14.62,9061.56,9.06156,23.3076,8.4121,47.41,0.588114107,392,2388.01,2388,641.72,8141.23,0.03,38.81,21.6
3,75,-0.0044,-0.0002,100,518.67,1590.38,522.23,100,554.17,1398.8,1.3,2388,14.62,9056.18,9.05618,23.3437,8.3684,47.33,0.713779409,393,2388.05,2388,642.39,8134.24,0.03,38.99,21.61
3,76,0.0012,0.0005,100,518.67,1588.35,522.45,100,554.19,1399.55,1.3,2388.01,14.62,9060.99,9.06099,23.3955,8.4093,47.33,0.800985045,392,2388.06,2388,642,8137.27,0.03,38.94,21.61
3,77,-0.0026,-0.0003,100,518.67,1587.16,522.57,100,554.62,1400.93,1.3,2388.08,14.62,9057.01,9.05701,23.3882,8.4016,47.58,0.755707763,392,2388.07,2388,643.09,8134.61,0.03,39.07,21.61
3,78,0.0005,-0.0002,100,518.67,1583.75,522.39,100,554.48,1403.48,1.3,2387.99,14.62,9046.96,9.04696,23.3948,8.4114,47.21,0.972187451,392,2388.01,2388,641.79,8140.08,0.03,38.96,21.61
3,79,0.0013,0.0001,100,518.67,1582.3,522.11,100,554.11,1398.56,1.3,2388.04,14.62,9059.39,9.05939,23.4135,8.4004,47.2,0.842653743,391,2388.03,2388,642.33,8139.1,0.03,39.01,21.61
3,80,-0.0022,-0.0002,100,518.67,1587.19,521.79,100,555.22,1397.45,1.3,2388.02,14.62,9061.33,9.06133,23.3116,8.4012,47.17,0.718856757,393,2387.97,2388,642.28,8136.47,0.03,38.88,21.61
3,81,0.002,-0.0002,100,518.67,1585.07,522.4,100,553.62,1404.39,1.3,2388.05,14.62,9065.31,9.06531,23.3953,8.4264,47.3,0.403459832,392,2388.01,2388,641.84,8137.49,0.03,38.94,21.61
3,82,0.0017,-0.0001,100,518.67,1589.33,521.96,100,553.75,1398.82,1.3,2388.02,14.62,9049.74,9.04974,23.4083,8.3957,47.27,0.627660815,393,2388.01,2388,642.1,8135.22,0.03,38.78,21.6
3,83,-0.0008,0.0002,100,518.67,1590.98,523.08,100,554.1,1398.32,1.3,2388.07,14.62,9055.5,9.0555,23.4296,8.3974,47.32,0.614621222,393,2388.04,2388,642.06,8141.13,0.03,38.96,21.61
3,84,0.0028,-0.0003,100,518.67,1588.05,521.75,100,553.9,1399.06,1.3,2388.1,14.62,9059.42,9.05942,23.4346,8.3973,47.26,0.297947778,392,2388.05,2388,642.34,8138.86,0.03,39.19,21.61
3,85,0.0006,0.0005,100,518.67,1578.13,522.13,100,554.67,1401.77,1.3,2388.08,14.62,9058.88,9.05888,23.3424,8.4002,47.3,0.181799372,392,2388.03,2388,642.71,8138.19,0.03,38.99,21.61
3,86,0.0058,-0.0003,100,518.67,1584.78,522.01,100,553.8,1405.8,1.3,2388.04,14.62,9064.32,9.06432,23.4573,8.435,47.34,0.831958348,394,2388.05,2388,642.45,8137.05,0.03,39.06,21.61
3,87,-0.0067,-0.0004,100,518.67,1588.35,522.57,100,553.48,1397.9,1.3,2388.09,14.62,9058.54,9.05854,23.3897,8.3969,47.25,0.833248653,393,2388.05,2388,642.95,8135.68,0.03,38.8,21.61
3,88,-0.0022,0.0002,100,518.67,1590.21,522.26,100,554.23,1398.37,1.3,2387.97,14.62,9055.45,9.05545,23.3972,8.4092,47.26,0.821241539,392,2388.07,2388,642.36,8137.35,0.03,38.81,21.61
3,89,0.0032,0.0002,100,518.67,1592.54,522.04,100,554.69,1398.19,1.3,2388.11,14.62,9051.63,9.05163,23.3049,8.399,47.31,0.72703506,391,2388.02,2388,642.52,8138.6,0.03,39.04,21.61
3,90,0.0003,-0.0001,100,518.67,1592.55,521.93,100,555,1401.22,1.3,2388.01,14.62,9063.67,9.06367,23.2747,8.3962,47.28,0.443291246,392,2388.05,2388,642.11,8135.09,0.03,38.94,21.61
3,91,-0.0025,0.0003,100,518.67,1583.09,522.74,100,553.98,1400.29,1.3,2388.01,14.62,9057.63,9.05763,23.454,8.4207,47.28,0.765284417,391,2388.04,2388,641.65,8136.59,0.03,38.88,21.61
3,92,0.0016,0,100,518.67,1587.5,522.28,100,554.1,1404.36,1.3,2388.03,14.62,9058.19,9.05819,23.3653,8.3935,47.19,0.730742679,393,2388.01,2388,642.09,8139.3,0.03,38.92,21.61
3,93,-0.0018,-0.0002,100,518.67,1586.84,522.36,100,553.96,1397.68,1.3,2388.02,14.62,9059.56,9.05956,23.3631,8.4284,47.35,0.80626922,393,2388.05,2388,642.5,8137.57,0.03,38.9,21.61
3,94,0.0029,0.0002,100,518.67,1588.55,521.97,100,553.83,1396.1,1.3,2388.06,14.62,9055.15,9.05515,23.3338,8.4108,47.33,0.495864094,392,2388.02,2388,642.5,8134.81,0.03,38.96,21.61
3,95,0.0012,0.0001,100,518.67,1579.82,522.56,100,553.9,1400.16,1.3,2388.08,14.62,9056.18,9.05618,23.4108,8.4166,47.43,0.155271374,392,2388.07,2388,642.49,8145.74,0.03,39,21.61
3,96,-0.0002,-0.0004,100,518.67,1583.05,522.28,100,554.4,1397.27,1.3,2388.02,14.62,9060.5,9.0605,23.4063,8.4108,47.36,0.777655237,392,2388.02,2388,642.56,8141.32,0.03,38.95,21.61
3,97,0.0014,-0.0003,100,518.67,1586.38,522.07,100,554.05,1399.91,1.3,2388.02,14.62,9057.32,9.05732,23.4836,8.422,47.29,0.510755595,393,2388.06,2388,642.36,8141.75,0.03,39.04,21.61
3,98,0.0003,-0.0001,100,518.67,1588.69,522.13,100,553.89,1399.98,1.3,2388.02,14.62,9057.3,9.0573,23.3404,8.4217,47.17,0.618389226,393,2388.05,2388,642.33,8142.06,0.03,39,21.61
3,99,0.0002,-0.0002,100,518.67,1582.5,521.69,100,553.95,1399.34,1.3,2388.03,14.62,9051.5,9.0515,23.3175,8.4247,47.33,0.964960962,392,2388.06,2388,642.16,8147.94,0.03,39.16,21.61
3,100,-0.0028,-0.0001,100,518.67,1587.56,522.39,100,554.36,1397.87,1.3,2388,14.62,9061.48,9.06148,23.3134,8.3902,47.28,0.415638102,391,2388.1,2388,642.12,8145.17,0.03,38.99,21.61
3,101,0.0007,-0.0002,100,518.67,1589.96,521.96,100,554.47,1401.99,1.3,2388.09,14.62,9056.39,9.05639,23.3277,8.4566,47.28,0.529790498,392,2388.02,2388,642.13,8143.39,0.03,39.19,21.61
3,102,0.0037,-0.0004,100,518.67,1590.41,521.71,100,553.89,1406.56,1.3,2388.03,14.62,9055.32,9.05532,23.4728,8.4302,47.23,0.667339486,392,2388.03,2388,642.44,8138.5,0.03,39.05,21.61
3,103,0.0038,0.0004,100,518.67,1583.02,522.02,100,554.6,1402.79,1.3,2387.99,14.62,9059.96,9.05996,23.3639,8.4044,47.63,0.468961524,391,2388.07,2388,642.7,8138.82,0.03,38.96,21.61
3,104,-0.0025,0.0004,100,518.67,1589.96,522.06,100,554.37,1402.08,1.3,2388.02,14.62,9054.97,9.05497,23.4919,8.4176,47.3,0.988952892,392,2388.06,2388,642.19,8141.89,0.03,38.92,21.61
3,105,-0.0012,0.0004,100,518.67,1583.92,521.79,100,555.14,1397.03,1.3,2388.03,14.62,9064.11,9.06411,23.2871,8.4207,47.5,0.345116641,393,2388.09,2388,642.29,8140.14,0.03,39.06,21.61
3,106,-0.0007,0.0001,100,518.67,1582.78,522.4,100,554.79,1397.94,1.3,2388.08,14.62,9065.23,9.06523,23.3973,8.4097,47.35,0.183043625,393,2388.04,2388,642.54,8142.65,0.03,39,21.61
3,107,-0.0022,-0.0003,100,518.67,1599.92,521.89,100,554.47,1403.86,1.3,2388.05,14.62,9048.57,9.04857,23.3636,8.4247,47.37,0.232213863,390,2388.04,2388,642.21,8141.86,0.03,38.92,21.61
3,108,0.0017,-0.0001,100,518.67,1588.2,521.93,100,554.28,1403.89,1.3,2388.09,14.62,9055.86,9.05586,23.2671,8.3956,47.46,0.592689588,392,2388.1,2388,642.54,8136.64,0.03,38.96,21.61
3,109,-0.0019,0.0005,100,518.67,1586.77,522.24,100,553.45,1403.58,1.3,2388.03,14.62,9059.95,9.05995,23.2988,8.4284,47.36,0.460534316,391,2388.04,2388,642.53,8142.14,0.03,38.96,21.61
3,110,-0.0011,-0.0001,100,518.67,1591.47,521.84,100,553.35,1404.44,1.3,2388.08,14.62,9061.9,9.0619,23.3654,8.3936,47.34,0.808451067,393,2388.08,2388,641.96,8140.82,0.03,39.03,21.61
3,111,-0.0032,0.0005,100,518.67,1589.73,522.27,100,554.53,1402.54,1.3,2388.05,14.62,9060.79,9.06079,23.3467,8.3995,47.48,0.967113886,393,2388.03,2388,642.23,8142.5,0.03,38.76,21.61
3,112,-0.0007,-0.0002,100,518.67,1583.31,521.7,100,553.51,1409.29,1.3,2388.08,14.62,9065.46,9.06546,23.2706,8.4046,47.3,0.457881407,393,2388,2388,642.13,8143.99,0.03,38.91,21.61
3,113,0.0015,-0.0001,100,518.67,1592.45,521.56,100,553.43,1394.68,1.3,2388.07,14.62,9053.47,9.05347,23.4634,8.4205,47.45,0.437184337,392,2388.06,2388,642.3,8142.32,0.03,38.8,21.61
3,114,-0.0013,0.0005,100,518.67,1598.35,522.36,100,553.93,1402.48,1.3,2388.02,14.62,9062.25,9.06225,23.3504,8.4039,47.4,0.28529568,394,2388.01,2388,642.6,8147.41,0.03,38.94,21.61
3,115,0.0025,-0.0004,100,518.67,1587.02,522.14,100,554.11,1399.17,1.3,2388.04,14.62,9066.73,9.06673,23.253,8.3976,47.38,0.283119152,391,2388.08,2388,642.6,8144.25,0.03,38.85,21.61
